,SAMPLE_ID_S1_count.txt,SAMPLE_ID_S3_count.txt,SAMPLE_ID_S2_count.txt,SAMPLE_ID_S4_count.txt
ENSG00000236764,0,0,0,0
ENSG00000253170,0,0,0,0
ENSG00000163116,0,0,8.89666745,0
ENSG00000254044,0,0,0,0
ENSG00000251620,0,0,2.224166863,0
ENSG00000250293,0,0,0,0
ENSG00000242697,29.05985439,26.08695091,24.46583549,21.89769821
ENSG00000214904,0,0,0,0
ENSG00000214559,0,2.173912576,2.224166863,0
ENSG00000138698,3210.306692,2069.564772,3237.274868,1912.067193
ENSG00000242318,0,0,0,0
ENSG00000168785,2677.542695,1832.608302,3282.870289,1343.72239
ENSG00000251523,0.807218177,0,0,0
ENSG00000260641,24.21654532,19.56521318,26.69000235,7.962799348
ENSG00000249764,0,0,0,0
ENSG00000227118,0,0,0,0
ENSG00000151247,4219.329414,2929.347196,3827.79117,2573.974889
ENSG00000249055,0,0,0,0
ENSG00000263923,0,0,0,2.986049755
ENSG00000214886,0,2.173912576,0,0
ENSG00000252548,0,0,0,0
ENSG00000251437,0,0,0,0
ENSG00000164024,3194.162328,3549.999237,2463.2648,2562.03069
ENSG00000265213,0.807218177,0,0,0
ENSG00000250496,0,0,0,0
ENSG00000272777,51.66196336,9.782606592,77.84584019,4.976749592
ENSG00000197894,4748.05732,6110.868251,5579.322575,5859.62497
ENSG00000246090,54.08361789,26.08695091,70.06125617,17.91629853
ENSG00000198099,1.614436355,0,1.112083431,0
ENSG00000249065,0,0,0,0
ENSG00000172955,11.30105448,1.086956288,3.336250294,0
ENSG00000187758,0,0,0,0
ENSG00000196616,0,0,0,0
ENSG00000248144,3.22887271,80.43476531,33.36250294,137.3582888
ENSG00000196344,0,0,0,0
ENSG00000250300,0,0,0,0
ENSG00000138813,0,0,1.112083431,0
ENSG00000145331,274.4541803,174.9999624,231.3133537,160.2513369
ENSG00000138823,3.22887271,3.260868864,1.112083431,9.953499185
ENSG00000248676,0,0,0,0
ENSG00000248713,11.30105448,0,68.94917274,3.981399674
ENSG00000070190,1.614436355,13.04347546,13.34500118,35.83259707
ENSG00000279913,0,0,0,0
ENSG00000109270,973.505122,1060.869337,1015.332173,1130.717507
ENSG00000164031,2143.164261,2577.173359,1798.238908,2396.802604
ENSG00000279098,1.614436355,4.347825152,0,5.972099511
ENSG00000164032,13147.16246,11471.73666,7854.645275,8756.093233
ENSG00000245322,4.843309065,4.347825152,0,1.990699837
ENSG00000250403,6.45774542,0,0,1.990699837
ENSG00000248820,0,0,0,0
ENSG00000145358,27.44541803,0,22.24166863,0
ENSG00000249710,0,0,0,0
ENSG00000164035,0,0,0,0
ENSG00000286150,0,0,0,0
ENSG00000250223,3.22887271,0,0,0
ENSG00000251219,0,0,0,0
ENSG00000251636,0,0,2.224166863,0
ENSG00000138814,4307.316195,3888.042642,5245.697545,3076.626598
ENSG00000273882,0,0,0,0
ENSG00000221265,0.807218177,0,0,0
ENSG00000254531,104.9383631,128.260842,205.7354348,160.2513369
ENSG00000153064,164.6725082,99.99997849,266.9000235,117.4512904
ENSG00000286124,0,0,0,0
ENSG00000199529,0,0,0,0
ENSG00000251149,0,0,0,0
ENSG00000251309,0,0,0,0
ENSG00000138821,4019.139306,1427.173606,3315.120709,1349.694489
ENSG00000241144,0,0,0,0
ENSG00000248161,12.10827266,13.04347546,21.12958519,13.93489886
ENSG00000251572,0,0,0,0
ENSG00000260651,7.264963597,8.695650304,17.7933349,8.958149266
ENSG00000109320,4012.68156,2826.086349,2633.413565,2256.458265
ENSG00000109323,313.2006529,357.6086187,712.8454795,593.2285514
ENSG00000241981,1.614436355,0,0,0
ENSG00000230069,0,0,3.336250294,0.995349918
ENSG00000248971,13.72270902,6.521737728,17.7933349,4.976749592
ENSG00000224207,0.807218177,0,0,0
ENSG00000251288,1.614436355,0,4.448333725,0
ENSG00000109332,13589.51802,10066.30218,11173.10223,8884.493372
ENSG00000286242,6.45774542,6.521737728,31.13833608,7.962799348
ENSG00000246560,18.56601808,20.65216947,22.24166863,10.9488491
ENSG00000252739,0,0,0,0
ENSG00000145354,2198.862315,1772.825706,1962.827256,1882.206696
ENSG00000164037,1.614436355,6.521737728,0,16.92094861
ENSG00000250651,1.614436355,0,0,0
ENSG00000249283,0,0,0,0
ENSG00000164038,0,365.2173128,2.224166863,409.0888165
ENSG00000164039,162.2508537,121.7391043,424.8158708,191.1071843
ENSG00000138778,8252.998646,4719.564202,2363.177291,2534.160892
ENSG00000248740,0,0,2.224166863,0.995349918
ENSG00000251577,0,0,0,0
ENSG00000250920,0,0,0,0
ENSG00000251571,0,0,0,0
ENSG00000169836,0,0,0,0
ENSG00000252460,0,0,0,0
ENSG00000249614,0,0,0,0
ENSG00000251170,0,0,0,0
ENSG00000168772,69.42076326,14.13043174,330.2887791,33.84189723
ENSG00000245384,0,0,0,0
ENSG00000250670,0,0,0,0
ENSG00000248242,0,0,0,0
ENSG00000244470,0,0,0,0
ENSG00000248373,1.614436355,0,2.224166863,0
ENSG00000251906,0,0,0,0
ENSG00000276992,0,0,0,0
ENSG00000251473,0,0,0,1.990699837
ENSG00000252136,0,0,0,0
ENSG00000251259,12.91549084,5.43478144,21.12958519,3.981399674
ENSG00000168769,1439.27001,1317.391021,2241.960197,1423.350383
ENSG00000251586,0,0,2.224166863,0
ENSG00000243383,0,0,0,0
ENSG00000138777,2060.020789,1965.216969,2425.453964,2180.811671
ENSG00000200917,0,0,0,0
ENSG00000249264,255.0809441,191.3043067,209.0716851,155.2745873
ENSG00000216425,0,0,0,0
ENSG00000250922,0,0,0,0
ENSG00000250522,0,2.173912576,0,0
ENSG00000236699,9.686618129,5.43478144,4.448333725,4.976749592
ENSG00000249885,0,0,0,0
ENSG00000248778,0,0,0,0
ENSG00000138785,615.1002512,369.5651379,497.1012938,245.8514299
ENSG00000138780,1568.424919,1188.043223,1128.764683,1070.996512
ENSG00000251175,7.264963597,0,3.336250294,0.995349918
ENSG00000168743,3.22887271,9.782606592,2.224166863,0
ENSG00000250740,0,0,0,0
ENSG00000249635,0,0,1.112083431,0
ENSG00000145348,261.5386895,289.1303726,286.9175253,357.3306207
ENSG00000164022,2432.148369,2220.651696,951.9434172,1022.224366
ENSG00000250298,0,0,0,0
ENSG00000249613,0,0,0,0
ENSG00000286147,1.614436355,0,1.112083431,0
ENSG00000248915,0,0,0,0
ENSG00000155011,1.614436355,0,2.224166863,1.990699837
ENSG00000213522,3.22887271,2.173912576,6.672500588,9.953499185
ENSG00000251081,0,0,0,0
ENSG00000252470,0,0,0,0
ENSG00000138801,1920.372044,1945.651755,1613.633059,1465.15508
ENSG00000164023,2724.361349,2665.216818,1155.454685,937.6196232
ENSG00000245293,1.614436355,1.086956288,7.784584019,5.972099511
ENSG00000222691,0.807218177,0,0,0
ENSG00000155016,776.5438867,401.0868703,385.8929507,171.200186
ENSG00000249604,1.614436355,3.260868864,4.448333725,0
ENSG00000138796,2392.594678,1260.869294,3129.402776,1007.294118
ENSG00000138795,281.7191439,34.78260122,171.2608484,16.92094861
ENSG00000232021,3.22887271,0,2.224166863,0
ENSG00000239939,0,0,0,0
ENSG00000278589,0,0,0,0
ENSG00000250485,0,0,0,0
ENSG00000234492,6.45774542,11.95651917,7.784584019,7.962799348
ENSG00000109475,10000.626,7783.693978,9437.139998,7469.105788
ENSG00000198856,3292.642946,4314.129507,4816.433341,4513.91188
ENSG00000206601,3.22887271,0,5.560417156,1.990699837
ENSG00000286136,13.72270902,8.695650304,13.34500118,3.981399674
ENSG00000164089,0,28.26086349,4.448333725,17.91629853
ENSG00000249257,0,0,0,0
ENSG00000250185,0,0,0,0
ENSG00000188517,2.421654532,4.347825152,73.39750647,0
ENSG00000246774,0,0,0,0
ENSG00000249465,1.614436355,0,6.672500588,1.990699837
ENSG00000247950,8.072181775,15.21738803,31.13833608,10.9488491
ENSG00000138802,2704.988113,1791.303963,3629.84032,1843.388049
ENSG00000243227,0,0,0,0
ENSG00000207988,1.614436355,0,1.112083431,0
ENSG00000225094,1.614436355,6.521737728,4.448333725,0
ENSG00000249965,0,1.086956288,1.112083431,0
ENSG00000005059,2209.356152,480.4346793,2345.383957,447.9074633
ENSG00000248785,4.843309065,4.347825152,4.448333725,1.990699837
ENSG00000138794,815.2903592,508.6955428,884.1063279,651.9541966
ENSG00000273447,24.21654532,1.086956288,33.36250294,8.958149266
ENSG00000123739,620.7507785,935.869364,663.9138085,785.3310857
ENSG00000285330,0,0,0,0
ENSG00000205403,1.614436355,166.3043121,2.224166863,295.6189258
ENSG00000272795,3.22887271,0,4.448333725,1.990699837
ENSG00000109534,2169.802461,1515.217065,1311.146365,960.5126713
ENSG00000180245,4.843309065,0,22.24166863,0
ENSG00000183423,4.843309065,0,12.23291774,0
ENSG00000249681,0,0,1.112083431,0
ENSG00000138798,221.1777806,782.6085273,449.2817062,770.4008369
ENSG00000207260,0,0,0,0
ENSG00000170522,3819.756416,4406.520791,6492.343072,5976.080911
ENSG00000263940,0,0,0,0
ENSG00000248200,0,0,2.224166863,1.990699837
ENSG00000166530,0,0,0,0
ENSG00000250594,0,0,0,0
ENSG00000212160,0,0,0,0
ENSG00000250304,0,0,0,0
ENSG00000138792,0,0,0,0
ENSG00000251464,0,0,0,0
ENSG00000251046,0,0,0,0
ENSG00000199894,0,0,0,0
ENSG00000250511,0,0,0,0
ENSG00000250103,0,1.086956288,0,1.990699837
ENSG00000164093,78.30016321,91.30432819,275.796691,173.1908858
ENSG00000249519,0,0,0,0
ENSG00000215961,0,0,0,0
ENSG00000251483,0,0,0,0
ENSG00000251312,0,0,0,0
ENSG00000200963,0,0,0,0
ENSG00000241722,0,0,0,0
ENSG00000248656,0,0,0,0
ENSG00000250855,0,2.173912576,0,0
ENSG00000248432,0,2.173912576,0,0
ENSG00000249815,0,19.56521318,2.224166863,35.83259707
ENSG00000250556,0,0,0,0
ENSG00000250307,0,0,0,0
ENSG00000240459,0,0,0,0
ENSG00000174749,1490.124756,1713.04311,758.4409001,1843.388049
ENSG00000243280,1.614436355,0,2.224166863,1.990699837
ENSG00000260526,16.14436355,32.60868864,11.12083431,51.75819576
ENSG00000138660,1659.640573,2243.477778,1628.090143,2624.737735
ENSG00000272567,1.614436355,1.086956288,5.560417156,3.981399674
ENSG00000145365,900.0482679,596.7390021,896.3392456,602.1867007
ENSG00000073331,152.5642355,441.3042529,203.5112679,528.5308067
ENSG00000251441,0,0,0,0.995349918
ENSG00000248697,3.22887271,2.173912576,6.672500588,1.990699837
ENSG00000178403,5.650527242,4.347825152,6.672500588,9.953499185
ENSG00000249509,3.22887271,0,0,2.986049755
ENSG00000248439,0,0,0,0
ENSG00000138658,962.2040675,458.6955535,528.2396299,383.2097186
ENSG00000250966,4.843309065,2.173912576,0,3.981399674
ENSG00000174720,1634.616809,1160.869316,1366.750537,1073.982562
ENSG00000249532,0.807218177,0,0,2.986049755
ENSG00000199169,0,0,0,0
ENSG00000199145,0,0,0,0
ENSG00000207927,0,0,0,0
ENSG00000199102,1.614436355,0,0,0
ENSG00000284463,0,0,0,0
ENSG00000220924,4.843309065,2.173912576,4.448333725,0
ENSG00000250046,0,0,0,0
ENSG00000248633,0,0,0,0
ENSG00000241002,0,0,2.224166863,0
ENSG00000202536,0,0,0,0
ENSG00000241741,16.14436355,13.04347546,13.34500118,33.84189723
ENSG00000250500,0,0,0,0
ENSG00000145362,1542.593937,467.3912038,1490.191798,511.6098581
ENSG00000234841,6.45774542,0,3.336250294,1.990699837
ENSG00000251126,0,0,0,0
ENSG00000228814,0,0,0,0
ENSG00000248152,0,0,0,0
ENSG00000249373,0,0,0,0
ENSG00000283193,0,0,0,0
ENSG00000275810,0,0,0,0
ENSG00000196656,77.49294504,49.99998925,42.25917039,33.84189723
ENSG00000239279,1.614436355,0,0,0
ENSG00000206820,2.421654532,0,2.224166863,0
ENSG00000145349,1553.087773,1518.477934,2696.802321,1768.736805
ENSG00000250229,0,0,0,0
ENSG00000180801,2596.820877,1733.695279,3940.111597,2370.923506
ENSG00000249304,9.686618129,0,5.560417156,1.990699837
ENSG00000248716,0,0,0,0
ENSG00000174607,1013.866031,1761.956143,569.3867168,686.7914438
ENSG00000207931,0,0,0,0
ENSG00000250215,0,0,2.224166863,0
ENSG00000240637,0,0,0,0
ENSG00000138653,0,0,1.112083431,1.990699837
ENSG00000251308,0,0,0,0
ENSG00000250693,0,0,0,0
ENSG00000248488,0,0,0,0
ENSG00000250363,0,0,0,0
ENSG00000249259,0,0,0,0
ENSG00000250442,0,0,0,0
ENSG00000250627,0,0,0,0
ENSG00000270394,0,0,0,0
ENSG00000284253,0,0,0,0
ENSG00000250272,0,0,0,0
ENSG00000248139,0,0,0,0
ENSG00000250791,0,0,2.224166863,0
ENSG00000213493,9.686618129,6.521737728,26.69000235,7.962799348
ENSG00000201752,0,0,0,0
ENSG00000271053,0,0,0,0
ENSG00000174599,127.540472,47.82607667,251.3308555,71.66519413
ENSG00000223605,0,0,0,0
ENSG00000224932,1.614436355,0,3.336250294,0
ENSG00000228358,5.650527242,0,8.89666745,0
ENSG00000236922,1.614436355,0,3.336250294,0
ENSG00000237684,0,0,0,0
ENSG00000213492,8.072181775,13.04347546,2.224166863,19.90699837
ENSG00000286269,0,0,0,0
ENSG00000229565,0,0,0,0
ENSG00000164100,81.52903592,8.695650304,534.9121305,15.9255987
ENSG00000251463,0,0,2.224166863,0
ENSG00000269893,2244.066533,608.6955213,1272.223445,539.4796558
ENSG00000275994,0,0,0,0
ENSG00000164099,922.6503768,576.0868326,835.1746569,451.888863
ENSG00000230671,0,0,0,0
ENSG00000273716,17.7587999,21.73912576,22.24166863,9.953499185
ENSG00000154608,59.73414513,34.78260122,48.93167098,39.81399674
ENSG00000260404,511.7763245,57.60868326,452.6179565,54.74424552
ENSG00000223225,1.614436355,0,1.112083431,0
ENSG00000248213,43.58978158,0,38.9229201,0
ENSG00000251155,0.807218177,0,4.448333725,0
ENSG00000281731,4.843309065,4.347825152,4.448333725,0
ENSG00000145388,1381.150302,980.4345718,849.6317415,707.693792
ENSG00000150961,3292.642946,1073.912813,5351.345471,1489.043478
ENSG00000172403,28.25263621,10.86956288,410.3587861,46.78144617
ENSG00000249002,0,0,0,0
ENSG00000172399,0,0,0,1.990699837
ENSG00000178636,0,2.173912576,1.112083431,1.990699837
ENSG00000145390,1893.733844,1258.695381,1735.962236,1105.833759
ENSG00000164096,2085.044552,1382.608398,5242.361295,2568.00279
ENSG00000145384,0,4.347825152,0,0
ENSG00000250412,12.91549084,20.65216947,16.68125147,17.91629853
ENSG00000201186,0,0,0,0
ENSG00000249244,22.60210897,29.34781978,7.784584019,25.87909788
ENSG00000283050,151.7570174,213.0434324,239.0979377,246.8467798
ENSG00000260091,0,0,0,0
ENSG00000223208,0,0,0,0
ENSG00000245958,200.9973262,92.39128448,250.218772,67.68379446
ENSG00000250950,3.22887271,2.173912576,3.336250294,7.962799348
ENSG00000138735,129.9621266,77.17389645,203.5112679,77.63729364
ENSG00000221245,0,0,0,0
ENSG00000286241,0,0,0,0
ENSG00000250772,0,0,0,0
ENSG00000250183,0,0,0,0
ENSG00000250392,0,0,0,0
ENSG00000200553,0,0,0,0
ENSG00000253825,0,0,0,0
ENSG00000164109,6125.978749,3910.868724,3226.154034,2437.61195
ENSG00000250938,6.45774542,8.695650304,4.448333725,8.958149266
ENSG00000250219,0,0,0,0
ENSG00000225665,0,0,0,0
ENSG00000249409,0.807218177,0,0,0
ENSG00000138738,1121.226048,0,725.0783972,0
ENSG00000212359,0,0,0,0
ENSG00000251609,2.421654532,0,2.224166863,0
ENSG00000173376,16.14436355,0,26.69000235,0
ENSG00000223006,0,0,0,0
ENSG00000250344,0,0,0,0
ENSG00000271302,0,0,0,0
ENSG00000050730,92.83009041,64.13042099,101.1995922,51.75819576
ENSG00000252183,0,0,0,0
ENSG00000207148,0,0,0,0
ENSG00000186867,0,2.173912576,4.448333725,0
ENSG00000213480,0,0,2.224166863,0
ENSG00000224062,0,0,0,0
ENSG00000164111,29502.20995,17385.86583,27427.31367,15665.81237
ENSG00000164112,0,0,0,0
ENSG00000226757,0,0,0,0
ENSG00000123737,3663.156089,1530.434453,2958.141927,1239.210649
ENSG00000145386,10910.36089,4061.955648,4937.650435,2539.137642
ENSG00000138686,1038.082576,520.6520619,1685.918482,634.0378981
ENSG00000261501,0,0,0,0
ENSG00000138741,106.5527994,4.347825152,286.9175253,17.91629853
ENSG00000237868,0,0,0,0
ENSG00000241037,0,0,0,0
ENSG00000138688,3029.48982,2348.912538,4547.309151,2696.402929
ENSG00000164113,0,0,0,0
ENSG00000109471,0,0,0,0
ENSG00000138684,0,0,0,0
ENSG00000227145,0,0,0,0
ENSG00000224786,24.21654532,21.73912576,8.89666745,35.83259707
ENSG00000181004,221.1777806,86.95650304,335.8491962,184.1397349
ENSG00000244083,0,0,0,0
ENSG00000138685,11.30105448,0,11.12083431,3.981399674
ENSG00000240775,0,0,0,0.995349918
ENSG00000273007,2.421654532,10.86956288,2.224166863,7.962799348
ENSG00000170917,168.7085991,169.5651809,151.2433467,150.2978377
ENSG00000145375,1428.776174,1189.130179,1152.118435,814.1962333
ENSG00000250322,1.614436355,0,0,0
ENSG00000164056,1028.395958,480.4346793,1360.078036,476.772611
ENSG00000249125,0,0,8.89666745,0
ENSG00000251526,0,0,0,1.990699837
ENSG00000249464,0.807218177,0,6.672500588,7.962799348
ENSG00000226655,0,0,0,0
ENSG00000228489,0,0,2.224166863,0
ENSG00000250458,0,0,0,0
ENSG00000250484,0,0,0,0
ENSG00000249837,0,0,0,0
ENSG00000248506,0,0,0,0
ENSG00000248565,0,0,0,0
ENSG00000261083,1.614436355,2.173912576,2.224166863,8.958149266
ENSG00000151458,3825.406943,5234.781483,2626.741065,3240.859335
ENSG00000196159,2835.757457,724.9998441,7573.288167,1000.326668
ENSG00000201297,0,0,0,0
ENSG00000283550,0,0,0,0
ENSG00000250149,0,0,0,0
ENSG00000251436,0,0,0,0
ENSG00000249555,1.614436355,0,0,0
ENSG00000251649,0,0,0,0
ENSG00000251005,0,0,0,0
ENSG00000286251,0,0,0,0
ENSG00000223620,0,0,0,0
ENSG00000199862,0,0,0,0
ENSG00000250945,0,0,0,0
ENSG00000248491,0,0,0,0
ENSG00000248209,0,0,0,0
ENSG00000249795,0,0,0,0
ENSG00000164066,443.1627794,311.9564547,648.3446404,420.0376656
ENSG00000151475,0,0,0,0
ENSG00000164070,3430.677254,1686.956159,1730.401819,681.8146942
ENSG00000282855,4.843309065,3.260868864,8.89666745,1.990699837
ENSG00000244021,0,0,0,0.995349918
ENSG00000261668,3.22887271,2.173912576,2.224166863,3.981399674
ENSG00000142731,2801.047076,1790.217006,1642.547228,1254.140897
ENSG00000251821,1.614436355,6.521737728,1.112083431,3.981399674
ENSG00000164073,1021.130994,668.4781171,728.4146475,788.3171354
ENSG00000164074,602.9919786,418.4781709,404.798369,377.2376191
ENSG00000138709,946.059704,857.6085112,782.9067356,766.4194372
ENSG00000241651,0,0,0,0
ENSG00000248394,4.036090887,2.173912576,2.224166863,5.972099511
ENSG00000164040,2614.579677,3759.7818,3179.44653,5433.615205
ENSG00000251432,22.60210897,24.99999462,64.50083901,36.82794698
ENSG00000273077,0,0,4.448333725,0
ENSG00000248187,1.614436355,0,0,0
ENSG00000248802,0,0,0,0
ENSG00000280711,0,0,0,0
ENSG00000077684,2872.889494,1851.086558,3551.99448,1443.257382
ENSG00000151466,1305.271793,901.0867627,923.029248,737.5542896
ENSG00000275647,0,0,0,0
ENSG00000281369,0.807218177,1.086956288,0,0
ENSG00000151470,355.9832163,188.0434378,374.7721163,248.8374796
ENSG00000251345,0,0,0,0
ENSG00000248958,0,0,2.224166863,0
ENSG00000251195,0,0,0,0
ENSG00000250193,0,0,0,0
ENSG00000246876,0,0,0,0
ENSG00000249618,0,0,0,0
ENSG00000234125,0,0,0,0
ENSG00000251326,0,0,0,0
ENSG00000248877,0,0,0,0
ENSG00000249018,0,0,0,0
ENSG00000280059,0,0,0,0
ENSG00000250503,0,0,0,0
ENSG00000250213,0,0,0,0
ENSG00000206782,0,0,0,0
ENSG00000250102,0,0,0,0
ENSG00000248715,0,0,0,0
ENSG00000241392,3.22887271,0,2.224166863,0
ENSG00000252014,0.807218177,0,2.224166863,0
ENSG00000249416,1.614436355,0,0,0
ENSG00000251676,1.614436355,0,2.224166863,0
ENSG00000184139,0,0,0,0.995349918
ENSG00000251555,0,0,0,0
ENSG00000251598,0,0,0,0
ENSG00000249463,0,0,0,0
ENSG00000251051,0,0,0,0
ENSG00000248369,0,0,0,0
ENSG00000251398,0,0,0,0
ENSG00000249038,0,0,0,0
ENSG00000251488,0,0,0,0
ENSG00000249513,0,0,0,0
ENSG00000250241,0,0,0,0
ENSG00000248735,0,0,0,0
ENSG00000138650,22.60210897,0,32.25041951,3.981399674
ENSG00000250191,0,0,0,0
ENSG00000251388,0,0,0,0
ENSG00000286253,0,0,0,0
ENSG00000254535,378.5853252,0,231.3133537,0
ENSG00000251199,0,0,0,0
ENSG00000248191,0,0,0,0
ENSG00000251291,0,0,0,0
ENSG00000249000,0,0,0,0
ENSG00000249847,0,0,0,0
ENSG00000251228,0,0,0,0
ENSG00000241411,9.686618129,6.521737728,0,5.972099511
ENSG00000250144,59.73414513,43.47825152,60.05250529,39.81399674
ENSG00000248434,0,0,0,0
ENSG00000248456,0,0,0,0
ENSG00000283432,0,0,0,0
ENSG00000250834,0,0,0,0
ENSG00000248104,0,0,0,0
ENSG00000250865,0,0,0,0
ENSG00000248330,0,0,0,0
ENSG00000207322,0,0,0,0
ENSG00000251492,0,0,0,0
ENSG00000261166,0,0,0,0
ENSG00000251567,0,0,0,0
ENSG00000250665,0,0,0,0
ENSG00000249311,1.614436355,0,2.224166863,1.990699837
ENSG00000279749,0,0,0,0
ENSG00000248869,0,0,0,0
ENSG00000250341,0,0,0,0
ENSG00000250813,0,0,0,0
ENSG00000251440,0,0,2.224166863,0
ENSG00000213448,6.45774542,0,2.224166863,0
ENSG00000189184,8.072181775,0,48.93167098,0
ENSG00000251632,0,0,0,0
ENSG00000280352,0,0,0,0
ENSG00000250126,0,0,0,0
ENSG00000250777,0,0,0,0
ENSG00000250034,0,0,0,0
ENSG00000248307,0,0,0,0
ENSG00000250033,15.33714537,26.08695091,0,31.85119739
ENSG00000151012,4861.875083,14527.17079,798.4759037,5296.256916
ENSG00000249091,0,0,0,0
ENSG00000248397,0,0,0,0
ENSG00000251372,0,0,0,0
ENSG00000249381,0,0,0,0
ENSG00000248305,0,0,0,0
ENSG00000248795,4.843309065,19.56521318,6.672500588,7.962799348
ENSG00000250977,0,0,0,0
ENSG00000250501,0,0,0,0
ENSG00000250195,0,0,0,0
ENSG00000250577,0,0,0,0
ENSG00000151014,1216.477793,940.2171891,954.167584,1055.070914
ENSG00000109381,987.227831,964.1302274,1386.768039,862.9683793
ENSG00000252503,2.421654532,10.86956288,4.448333725,0
ENSG00000240723,0,2.173912576,0,0
ENSG00000179967,101.7094904,116.3043228,74.5095899,71.66519413
ENSG00000276396,1.614436355,0,2.224166863,0
ENSG00000265892,0,0,0,0
ENSG00000207384,0,0,0,0
ENSG00000252362,0,0,0,0
ENSG00000206722,0,0,0,0
ENSG00000137463,1.614436355,0,0,1.990699837
ENSG00000109390,1194.682903,1105.434545,1496.864299,1144.652406
ENSG00000164134,8598.488026,4813.042443,5807.299678,3372.245524
ENSG00000200520,0,0,0,0
ENSG00000273247,75.87850868,35.8695575,67.83708931,57.73029527
ENSG00000248863,1.614436355,0,1.112083431,0
ENSG00000239005,0.807218177,0,2.224166863,0
ENSG00000172007,484.3309065,358.695575,560.4900494,403.116717
ENSG00000145391,9326.598822,4945.65111,6541.274743,3982.395024
ENSG00000249302,0,0,2.224166863,0
ENSG00000272717,9.686618129,10.86956288,8.89666745,25.87909788
ENSG00000261268,0,0,0,0
ENSG00000085871,497.2463973,761.9563579,887.4425782,729.5914902
ENSG00000201533,1.614436355,0,0,0
ENSG00000178458,23.40932715,32.60868864,60.05250529,22.89304813
ENSG00000196782,97.67339947,317.3912361,368.0996158,563.3680539
ENSG00000252233,0,0,0,0
ENSG00000250698,0,0,0,0
ENSG00000153130,4061.114651,339.1303619,6738.11351,797.2752847
ENSG00000196951,3.22887271,2.173912576,22.24166863,1.990699837
ENSG00000249754,0,0,0,0
ENSG00000241923,0,2.173912576,11.12083431,0
ENSG00000153132,1795.253227,776.0867896,1517.993884,760.4473377
ENSG00000205301,0.807218177,0,0,0
ENSG00000280262,0,0,0,0
ENSG00000179387,1312.536757,733.6954944,678.3708931,426.0097651
ENSG00000109424,0,0,0,1.990699837
ENSG00000242102,0.807218177,0,0,0
ENSG00000248621,0,0,0,0
ENSG00000109436,1979.298971,881.5215496,6188.744295,1840.401999
ENSG00000249661,1.614436355,0,2.224166863,0
ENSG00000207155,0,0,0,0
ENSG00000248335,0,0,0,0
ENSG00000273472,27.44541803,34.78260122,153.4675135,50.76284584
ENSG00000222613,0,0,0,0
ENSG00000170153,27.44541803,0,82.29417392,0
ENSG00000109445,1608.785828,1220.651911,1069.824261,819.1729829
ENSG00000248747,0,0,0,0
ENSG00000248810,1.614436355,281.5216786,0,266.7537782
ENSG00000250189,0,0,0,0
ENSG00000272632,0,4.347825152,0,5.972099511
ENSG00000250141,0,0,0,0
ENSG00000164136,238.9365805,226.0869079,519.3429624,389.1818181
ENSG00000109452,2714.674731,3534.781849,3362.940296,3443.910718
ENSG00000242134,0,2.173912576,0,0
ENSG00000250835,0,0,0,0
ENSG00000251248,0,0,0,0
ENSG00000249806,0,0,0,1.990699837
ENSG00000250326,9.686618129,1.086956288,8.89666745,3.981399674
ENSG00000251300,0,0,0,0
ENSG00000170185,2574.218768,1211.956261,1941.697671,994.3545686
ENSG00000250969,0,0,0,0
ENSG00000200049,0,0,0,0
ENSG00000109458,471.4154156,624.9998656,698.3883948,528.5308067
ENSG00000265623,0,0,0,0
ENSG00000228981,11.30105448,15.21738803,8.89666745,11.94419902
ENSG00000243175,0,0,0,1.990699837
ENSG00000250540,0,0,0,0
ENSG00000245112,34.71038163,69.56520243,12.23291774,34.83724715
ENSG00000153147,5345.398771,5398.911882,2616.732314,3481.734015
ENSG00000248924,0,0,0,0
ENSG00000251600,1.614436355,0,0,0
ENSG00000236296,0,0,0,0
ENSG00000183090,0,0,0,0
ENSG00000250345,0,0,0,0
ENSG00000197465,0,0,0,0
ENSG00000249741,1.614436355,2.173912576,2.224166863,0
ENSG00000250361,0,0,0,0
ENSG00000286055,0,0,0,0
ENSG00000170180,0,0,0,0
ENSG00000285783,0,0,0,0
ENSG00000285713,0,0,0,0
ENSG00000261129,1.614436355,0,0,0
ENSG00000250504,0,0,0,0
ENSG00000248890,102.5167085,30.43477606,82.29417392,9.953499185
ENSG00000164161,210.6839443,8.695650304,66.72500588,5.972099511
ENSG00000273621,0,0,0,0
ENSG00000164162,274.4541803,195.6521318,275.796691,149.3024878
ENSG00000249193,6.45774542,4.347825152,2.224166863,1.990699837
ENSG00000250406,0,0,0,0
ENSG00000251452,0,0,0,0
ENSG00000222594,1.614436355,0,0,0
ENSG00000164163,9566.342621,6963.041981,7191.84355,5344.033712
ENSG00000164164,6338.277129,3994.564358,2670.112319,1835.42525
ENSG00000238713,0,0,1.112083431,0
ENSG00000240992,0,0,0,0
ENSG00000272727,0,0,0,0
ENSG00000251333,4.843309065,6.521737728,0,5.972099511
ENSG00000278943,0,8.695650304,2.224166863,7.962799348
ENSG00000248745,0,0,0,0
ENSG00000170365,331.7666709,266.3042906,640.5600564,320.5026738
ENSG00000250582,0,0,0,0
ENSG00000250902,0,0,0,0
ENSG00000151611,110.5888903,115.2173665,276.9087744,138.3536387
